"city name","country name","most active airport","long. most active airport","lat. most active airport","number of routes","number incoming flights","number outcoming flights","number incoming domestic flights","number outcoming domestic flights","number incoming international flights","number outcoming international flights","only domestic flights","average distance","max. distance","airportCode"
Wanganui,New Zealand,Wanganui,175.042,-39.938,2,1,2,1,1,0,0,1,400,400,WAG
Paraparaumu,New Zealand,Paraparaumu,175.648,-40.842,2,1,2,1,1,0,0,1,500,500,PPQ
Masterton,New Zealand,Masterton,176.056,-40.956,2,1,2,1,1,0,0,1,516,516,MRO
Kerikeri,New Zealand,Kerikeri,174.519,-34.772,2,1,2,1,1,0,0,1,189,189,KKE
Kaitaia,New Zealand,Kaitaia,173.475,-34.45,2,1,2,1,1,0,0,1,269,269,KAT
Alofi,Niue,Niue International Airport,-169.877,-18.467,2,1,2,0,0,1,1,0,2460,2460,IUE
Isafjordur,Iceland,Isafjordur,-22.559,66.096,2,1,1,1,1,0,0,1,211,211,IFJ
Egilsstadir,Iceland,Egilsstadir,-14.003,65.472,2,1,1,1,1,0,0,1,398,398,EGS
Akureyri,Iceland,Akureyri,-17.455,66.099,2,1,1,1,1,0,0,1,294,294,AEY
Kumejima,Japan,Kumejima,127.189,26.605,2,1,2,1,1,0,0,1,93,93,UEO
Yonaguni Jima,Japan,Yonaguni,123.629,24.778,2,1,2,1,1,0,0,1,72,72,OGN
Golouchestershire,United Kingdom,Gloucestershire,-1.613,52.49,2,1,1,0,0,1,1,0,259,259,GLO
Latrobe,United States,Arnold Palmer Regional Airport,-79.008,40.459,2,1,2,1,1,0,0,1,1595,1595,LBE
Guarapuava,Brazil,Tancredo Thomaz de Faria Airport,-51.084,-24.973,2,1,2,1,1,0,0,1,248,248,GPB
Tottori,Japan,Tottori,134.277,35.883,2,1,2,1,1,0,0,1,573,573,TTJ
Shonai,Japan,Shonai Airport,140.312,39.353,2,1,2,1,1,0,0,1,343,343,SYO
Oshima,Japan,Oshima,139.6,35.303,2,1,2,1,1,0,0,1,143,143,OIM
Wajima,Japan,Noto,137.603,37.488,2,1,2,1,1,0,0,1,302,302,NTQ
Saga,Japan,Saga Airport,130.503,33.249,2,1,2,1,1,0,0,1,984,984,HSG
Hachijojima,Japan,Hachijojima,140.309,33.191,2,1,1,1,1,0,0,1,344,344,HAC
Monbetsu,Japan,Monbetsu,143.673,44.506,2,1,2,1,1,0,0,1,181,181,MBE
Valesdir,Vanuatu,Valesdir Airport,168.295,-16.661,2,1,2,1,1,0,0,1,96,96,VLS
Tongoa Island,Vanuatu,Tongoa Island Airport,168.918,-16.819,2,1,1,1,1,0,0,1,86,86,TGH
Walaha,Vanuatu,Walaha Airport,168.151,-15.02,2,1,2,1,1,0,0,1,86,86,WLH
Sangafa,Vanuatu,Sangafa Airport,168.571,-16.484,2,1,1,1,1,0,0,1,112,112,EAE
Aniwa,Vanuatu,Aniwa Airport,170.008,-18.734,2,1,1,1,1,0,0,1,77,77,AWD
Anelghowhat,Vanuatu,Anelghowhat Airport,170.285,-19.749,2,1,1,1,1,0,0,1,120,120,AUY
Yushu,China,Yushu Batang,97.208,33.375,2,1,2,1,1,0,0,1,589,589,YUS
Zhaotong,China,Zhaotong Airport,104.258,27.542,2,1,2,1,1,0,0,1,233,233,ZAT
Wenshan,China,Wenshan Airport,104.405,23.626,2,1,2,1,1,0,0,1,254,254,WNH
Simao,China,Simao Airport,101.598,23.322,2,1,2,1,1,0,0,1,307,307,SYM
Lincang,China,Lincang Airport,100.041,24.23,2,1,2,1,1,0,0,1,359,359,LNJ
Port Said,Egypt,Port Said,32.4,31.465,2,1,2,1,1,0,0,1,156,156,PSD
Abu Simbel,Egypt,Abu Simbel,32.019,22.626,2,1,1,1,1,0,0,1,259,259,ABS
Rodriguez Island,Mauritius,Plaine Corail,63.601,-19.597,2,1,2,1,1,0,0,1,573,573,RRG
Limbang,Malaysia,Limbang,115.017,5.347,2,1,1,1,1,0,0,1,99,99,LMN
Long Banga,Malaysia,Long Banga Airport,115.756,3.308,2,1,1,1,1,0,0,1,174,174,LBP
Tanjung Manis,Malaysia,Tanjung Manis Airport,111.336,2.296,2,1,2,1,1,0,0,1,100,100,TGC
Bakalalan,Malaysia,Bakalalan Airport,116.03,4.623,2,1,1,1,1,0,0,1,96,96,BKM
Lahad Datu,Malaysia,Lahad Datu,118.54,5.053,2,1,2,1,1,0,0,1,319,319,LDU
Mananara,Madagascar,Avaratra,50.289,-15.607,2,1,2,1,1,0,0,1,222,222,WMR
Oriximina,Brazil,Oriximina Airport,-55.727,-1.524,2,2,1,2,0,0,0,1,297,461,ORX
Lopez,United States,Lopez Island Airport,-122.897,48.806,2,1,1,1,1,0,0,1,24,24,LPS
Eastsound,United States,Orcas Island Airport,-122.851,49.18,2,1,2,1,1,0,0,1,111,175,ESD
Port Angeles,United States,William R Fairchild International Airport,-123.167,48.2,2,1,2,1,1,0,0,1,110,110,CLM
Orland,Norway,Orland,10.006,64.164,2,1,1,1,1,0,0,1,431,431,OLA
Kamuela,United States,Waimea Kohala,-155.447,20.002,2,1,1,1,1,0,0,1,177,177,MUE
Hana,United States,Hana,-155.358,21.326,2,1,1,1,1,0,0,1,74,74,HNM
Macon,United States,Middle Georgia Rgnl,-83.416,33.154,2,1,2,1,1,0,0,1,116,116,MCN
Sebha,Libya,Sebha,14.787,27.644,2,1,1,1,1,0,0,1,624,624,SEB
Mount Pleasant,Falkland Islands,Mount Pleasant,-58.079,-51.705,2,1,1,0,0,1,1,0,807,869,MPN
Liege,Belgium,Liege,5.738,51.062,2,1,1,0,0,1,1,0,1465,1465,LGG
Nouadhibou,Mauritania,Nouadhibou,-16.384,21.555,2,1,1,1,1,0,0,1,380,380,NDB
Port Heiden,United States,Port Heiden Airport,-158.389,57.598,2,1,2,1,1,0,0,1,77,77,PTH
Twin Hills,United States,Twin Hills Airport,-159.792,59.124,2,1,2,1,1,0,0,1,54,97,TWA
Koliganek,United States,Koliganek Airport,-156.766,60.211,2,1,1,1,1,0,0,1,51,51,KGK
Chignik Lagoon,United States,Chignik Lagoon Airport,-158.224,56.518,2,1,1,1,1,0,0,1,26,26,KCL
Igiugig,United States,Igiugig Airport,-155.837,59.54,2,1,1,1,1,0,0,1,63,63,IGG
Akutan,United States,Akutan Seaplane Base,-165.642,54.22,2,1,2,1,1,0,0,1,49,49,KQA
Nikolski,United States,Nikolski Air Station,-168.749,53.569,2,1,2,1,1,0,0,1,193,193,IKO
King Cove,United States,King Cove Airport,-161.777,55.193,2,1,2,1,1,0,0,1,51,51,KVC
False Pass,United States,False Pass Airport,-163.018,55.412,2,1,2,1,1,0,0,1,30,30,KFP
South Naknek,United States,South Naknek Airport,-156.338,59.17,2,1,2,1,1,0,0,1,6,6,WSN
Foshan,China,Foshan,113.472,23.222,2,1,1,1,1,0,0,1,1908,1908,FUO
Wonju,South Korea,Wonju Airport,128.6,37.73,2,1,2,1,1,0,0,1,460,460,WJU
Sihanoukville,Cambodia,Sihanoukville,104.061,10.966,2,1,1,1,1,0,0,1,303,303,KOS
Pendleton,United States,Eastern Oregon Regional Airport,-118.736,46.158,2,1,1,1,1,0,0,1,277,277,PDT
Salina,United States,Salina Municipal Airport,-97.421,39.318,2,1,2,1,1,0,0,1,249,249,SLN
Jonesboro,United States,Jonesboro Muni,-90.411,36.386,2,1,1,1,1,0,0,1,151,151,JBR
Excursion Inlet,United States,Excursion Inlet Seaplane Base,-135.082,58.7,2,1,1,1,1,0,0,1,47,47,EXI
Port Protection,United States,Port Protection Seaplane Base,-133.35,56.548,2,1,2,1,1,0,0,1,79,155,PPV
Point Baker,United States,Point Baker Seaplane Base,-133.371,56.586,2,1,1,1,1,0,0,1,81,159,KPB
Coffman Cove,United States,Coffman Cove Seaplane Base,-132.724,56.024,2,1,1,1,1,0,0,1,55,89,KCC
Hydaburg,United States,Hydaburg Seaplane Base,-132.714,55.343,2,1,1,1,1,0,0,1,80,80,HYG
Oskarshamn,Sweden,Oskarshamn,16.829,57.584,2,1,2,1,1,0,0,1,294,294,OSK
Kristianstad,Sweden,Kristianstad,14.142,56.536,2,1,2,1,1,0,0,1,470,470,KID
Halmstad,Sweden,Halmstad,13.367,57.151,2,1,2,1,1,0,0,1,442,442,HAD
Kapuskasing,Canada,Kapuskasing,-82.113,49.689,2,1,2,1,1,0,0,1,117,117,YYU
Naha,Indonesia,Naha,125.88,4.138,2,1,2,1,1,0,0,1,250,250,NAH
Lhok Seumawe-Sumatra Island,Indonesia,Malikus Saleh Airport,97.583,5.377,2,1,1,1,1,0,0,1,234,234,LSW
Gunung Sitoli,Indonesia,Binaka,98.174,1.277,2,1,1,1,1,0,0,1,313,313,GNS
Waikabubak-Sumba Island,Indonesia,Tambolaka Airport,119.407,-9.017,2,1,2,1,1,0,0,1,456,456,TMC
Tanjung Pinang,Indonesia,Kijang,104.887,1.537,2,1,2,1,1,0,0,1,824,824,TNJ
Ranai-Natuna Besar Island,Indonesia,Ranai Airport,108.646,4.514,2,1,2,1,1,0,0,1,616,616,NTX
Taraken,Indonesia,Juwata,117.942,3.544,2,1,2,1,1,0,0,1,483,483,TRK
Bima,Indonesia,Muhammad Salahuddin,119.145,-8.233,2,1,1,1,1,0,0,1,427,427,BMU
Langgur-Kei Islands,Indonesia,Dumatubun Airport,133.219,-5.437,2,1,2,1,1,0,0,1,601,601,LUV
Nanki-shirahama,Japan,Nanki Shirahama,135.607,34.103,2,1,2,1,1,0,0,1,517,517,SHM
Misawa,Japan,Misawa Ab,141.613,41.172,2,1,2,1,1,0,0,1,551,551,MSJ
Izumo,Japan,Izumo,133.483,35.689,2,1,2,1,1,0,0,1,647,647,IZO
Pangkor Island,Malaysia,Pulau Pangkor Airport,100.921,4.407,2,1,1,1,1,0,0,1,190,190,PKG
Elfin Cove,United States,Elfin Cove Seaplane Base,-135.913,58.325,2,1,1,1,1,0,0,1,65,98,ELV
Tenakee Springs,United States,Tenakee Seaplane Base,-134.698,58.299,2,1,2,1,1,0,0,1,48,56,TKE
Angoon,United States,Angoon Seaplane Base,-134.309,57.839,2,1,1,1,1,0,0,1,69,83,AGN
Shimla,India,Shimla Airport,77.113,31.136,2,1,2,1,1,0,0,1,243,243,SLV
Kandla,India,Kandla,70.167,23.187,2,1,2,1,1,0,0,1,563,563,IXY
Khorram Abad,Iran,Khoram Abad Airport,48.471,33.725,2,1,1,1,1,0,0,1,387,387,KHD
Bandar Lengeh,Iran,Bandar Lengeh,55.374,26.886,2,1,1,1,1,0,0,1,408,408,BDH
Santa Cruz/Graciosa Bay/Luova,Solomon Islands,Santa Cruz/Graciosa Bay/Luova Airport,166.325,-10.534,2,1,2,1,1,0,0,1,702,702,SCZ
Marau,Solomon Islands,Marau Airport,161.375,-9.77,2,1,2,1,1,0,0,1,162,162,RUS
Sege,Solomon Islands,Sege Airport,158.46,-8.299,2,1,1,1,1,0,0,1,197,197,EGM
Ballalae,Solomon Islands,Ballalae Airport,156.471,-6.945,2,1,1,1,1,0,0,1,123,123,BAS
Afutara,Solomon Islands,Afutara Airport,161.582,-8.639,2,1,1,1,1,0,0,1,117,169,AFT
Lleida,Spain,Lleida-Alguaire Airport,0.893,42.212,2,1,1,1,1,0,0,1,320,320,ILD
Burgos,Spain,Burgos Airport,-3.368,42.596,2,1,2,1,1,0,0,1,470,470,RGS
Tombouctou,Mali,Tombouctou,-2.346,17.217,2,1,2,1,1,0,0,1,288,288,TOM
Negril,Jamaica,Negril Aerodrome,-77.893,18.566,2,1,2,1,1,0,0,1,30,30,NEG
Okha,Russia,Okha Airport,143.555,53.972,2,1,1,1,1,0,0,1,722,722,OHH
Deering,United States,Deering Airport,-162.61,66.116,2,1,1,0,0,1,1,0,3723,3723,DRG
Iturup Island,Russia,Burevestnik Airport,148.036,45.533,2,1,1,1,1,0,0,1,429,429,BVV
Zarafshan,Uzbekistan,Sugraly Airport,64.388,42.023,2,1,1,1,1,0,0,1,321,426,AFS
Praslin,Seychelles,Praslin,56.152,-3.866,2,1,1,1,1,0,0,1,72,72,PRI
Pago Pago,American Samoa,Pago Pago Intl,-170.518,-13.885,2,1,2,0,0,1,1,0,4172,4172,PPG
Arua,Uganda,Arua Airport,31.528,3.083,2,1,2,1,1,0,0,1,361,361,RUA
Cannes,France,Croisette Heliport,7.062,43.893,2,1,1,1,1,0,0,1,32,32,JCA
Puerto Natales,Chile,Puerto Natales,-72.195,-51.556,2,1,1,1,1,0,0,1,649,1166,PNT
Mauke Island,Cook Islands,Mauke Airport,-156.909,-19.561,2,1,1,1,1,0,0,1,314,314,MUK
Mitiaro Island,Cook Islands,Mitiaro Island Airport,-157.505,-19.738,2,1,1,1,1,0,0,1,249,249,MOI
Mangaia Island,Cook Islands,Mangaia Island Airport,-157.842,-21.826,2,1,1,1,1,0,0,1,229,229,MGS
Tacheng,China,Tacheng Airport,83.568,47.12,2,1,1,1,1,0,0,1,437,437,TCG
Mackenzie British Columbia,Canada,Mackenzie Airport,-122.473,55.499,2,1,2,0,0,1,1,0,8906,8906,YZY
Qaanaaq,Greenland,Qaanaaq Airport,-68.982,77.814,2,1,2,1,1,0,0,1,620,620,NAQ
Narsaq,Greenland,Narsaq Heliport,-45.431,61.527,2,1,1,1,1,0,0,1,35,35,JNS
Uummannaq,Greenland,Qaarsut Airport,-52.494,71.223,2,1,2,1,1,0,0,1,218,218,JQA
Angmagssalik,Greenland,Tasiilaq,-37.364,66.02,2,1,1,1,1,0,0,1,38,38,AGM
Baise,China,Tianyang,107.6,24.2,2,1,1,1,1,0,0,1,669,669,AEB
Cruzeiro do Sul,Brazil,Cruzeiro do Sul,-72.616,-7.334,2,1,1,1,1,0,0,1,641,641,CZS
Vasteras,Sweden,Vasteras,17.056,59.982,2,1,2,0,0,1,1,0,1397,1397,VST
West Tinian,Northern Mariana Islands,Tinian Intl,146.032,15.665,2,1,2,1,1,0,0,1,55,55,TIQ
Vanua Balavu,Fiji,Vanua Balavu Airport,-178.96,-16.782,2,1,2,1,1,0,0,1,234,234,VBV
Tarawa,Kiribati,Bonriki Intl,173.245,1.636,2,1,2,0,0,1,1,0,2194,2194,TRW
Rotuma,Fiji,Rotuma Airport,177.118,-12.138,2,1,2,1,1,0,0,1,610,610,RTA
Lakeba Island,Fiji,Lakeba Island Airport,-178.695,-17.666,2,1,1,1,1,0,0,1,253,253,LKB
Cicia,Fiji,Cicia Airport,-178.904,-17.573,2,1,1,1,1,0,0,1,230,230,ICI
Funafuti,Tuvalu,Funafuti International,179.327,-8.209,2,1,1,0,0,1,1,0,1023,1023,FUN
Narathiwat,Thailand,Narathiwat,102.239,6.866,2,1,2,1,1,0,0,1,815,815,NAW
Manistee,United States,Manistee County-Blacker Airport,-85.745,44.454,2,1,1,1,1,0,0,1,192,192,MBL
Ironwood,United States,Gogebic Iron County Airport,-89.553,46.879,2,1,1,1,1,0,0,1,97,97,IWD
Provo,United States,Provo Municipal Airport,-111.538,40.363,2,1,2,1,1,0,0,1,599,599,PVU
Shire Indasilase,Ethiopia,Shire Inda Selassie Airport,38.454,14.13,2,1,2,1,1,0,0,1,159,159,SHC
Humera,Ethiopia,Humera Airport,37.027,14.5,2,1,1,1,1,0,0,1,318,318,HUE
Gode,Ethiopia,Gode Airport,43.964,6.558,2,1,1,1,1,0,0,1,345,345,GDE
Asosa,Ethiopia,Asosa,34.977,10.03,2,1,2,1,1,0,0,1,479,479,ASO
Kabri Dehar,Ethiopia,Kabri Dehar Airport,44.421,7.223,2,1,1,1,1,0,0,1,290,290,ABK
La Toma (Catamayo),Ecuador,Camilo Ponce Enriquez Airport,-78.954,-3.994,2,1,1,1,1,0,0,1,500,500,LOH
Tachina,Ecuador,General Rivadeneira Airport,-79.378,1.63,2,1,1,1,1,0,0,1,190,190,ESM
Yasuj,Iran,Yasuj Airport,51.908,31.167,2,1,2,1,1,0,0,1,555,555,YES
Parsabad,Iran,Parsabade Moghan Airport,48.469,40.006,2,1,1,1,1,0,0,1,505,505,PFQ
Bam,Iran,Bam Airport,58.75,29.14,2,1,1,1,1,0,0,1,1031,1031,BXR
Bojnourd,Iran,Bojnourd Airport,57.513,37.821,2,1,1,1,1,0,0,1,563,563,BJB
Sabzevar,Iran,Sabzevar National Airport,57.991,36.28,2,1,1,1,1,0,0,1,580,580,AFZ
Maragheh,Iran,Sahand Airport,46.213,37.58,2,1,1,1,1,0,0,1,498,498,ACP
Leixlip,Ireland,Weston Airport,-6.146,53.585,2,1,2,0,0,1,1,0,4901,4901,
Block Island,United States,Block Island State Airport,-71.297,41.28,2,1,1,0,0,1,1,0,4901,4901,BID
Floro,Norway,Floro,5.041,61.972,2,1,2,1,1,0,0,1,165,165,FRO
Mocamedes,Angola,Namibe Airport,12.244,-14.769,2,1,2,1,1,0,0,1,679,679,MSZ
Luena,Angola,Luena,20.496,-11.614,2,1,2,1,1,0,0,1,840,840,LUO
Cabinda,Angola,Cabinda,12.313,-5.329,2,1,1,1,1,0,0,1,399,399,CAB
Cap Skiring,Senegal,Cap Skiring,-16.577,12.683,2,1,1,1,1,0,0,1,189,290,CSK
Twin Falls,United States,Magic Valley Regional Airport,-114.147,42.803,2,1,2,1,1,0,0,1,244,244,TWF
Pocatello,United States,Pocatello Regional Airport,-112.327,43.516,2,1,1,1,1,0,0,1,246,246,PIH
Sioux City,United States,Sioux Gateway Col Bud Day Fld,-95.974,42.671,2,1,2,1,1,0,0,1,406,406,SUX
Tupelo,United States,Tupelo Regional Airport,-88.617,34.446,2,1,2,1,1,0,0,1,141,141,TUP
Hattiesburg/Laurel,United States,Hattiesburg Laurel Regional Airport,-88.896,31.778,2,1,2,1,1,0,0,1,379,379,PIB
Mason City,United States,Mason City Municipal,-93.012,43.374,2,1,1,1,1,0,0,1,234,234,MCW
International Falls,United States,Falls Intl,-93.006,48.943,2,1,1,1,1,0,0,1,386,386,INL
Thief River Falls,United States,Thief River Falls,-95.642,48.109,2,1,2,1,1,0,0,1,223,223,TVF
Fort Dodge,United States,Fort Dodge Rgnl,-93.654,42.918,2,1,1,1,1,0,0,1,293,293,FOD
Elko,United States,Elko Regional Airport,-115.654,41.374,2,1,1,1,1,0,0,1,308,308,EKO
Pellston,United States,Pellston Regional Airport of Emmet County Airport,-84.662,45.951,2,1,2,1,1,0,0,1,423,423,PLN
Columbia,United States,Columbia Rgnl,-91.7,39.363,2,1,1,1,1,0,0,1,501,501,COU
Sault Ste Marie,United States,Chippewa County International Airport,-84.121,46.418,2,1,1,1,1,0,0,1,461,461,CIU
Cedar City,United States,Cedar City Rgnl,-112.499,38.168,2,1,1,1,1,0,0,1,352,352,CDC
Butte,United States,Bert Mooney Airport,-112.163,46.591,2,1,1,1,1,0,0,1,587,587,BTM
Brainerd,United States,Brainerd Lakes Rgnl,-93.564,46.663,2,1,1,1,1,0,0,1,148,148,BRD
Valdosta,United States,Valdosta Regional Airport,-82.795,31.304,2,1,2,1,1,0,0,1,328,328,VLD
Muscle Shoals,United States,Northwest Alabama Regional Airport,-87.351,35.242,2,1,2,1,1,0,0,1,329,329,MSL
Meridian,United States,Key Field,-88.587,32.554,2,1,2,1,1,0,0,1,453,453,MEI
Columbus Mississippi,United States,Golden Triangle Regional Airport,-88.319,33.75,2,1,2,1,1,0,0,1,395,395,GTR
Dothan,United States,Dothan Rgnl,-85.083,31.535,2,1,2,1,1,0,0,1,297,297,DHN
Brunswick,United States,Brunswick Golden Isles Airport,-81.111,31.431,2,1,2,1,1,0,0,1,401,401,BQK
Alpena,United States,Alpena County Regional Airport,-83.268,45.13,2,1,1,1,1,0,0,1,309,309,APN
Christmas Island,Christmas Island,Christmas Island,106.15,-10.085,2,1,2,0,0,1,1,0,2653,2653,XCH
El Nido,Philippines,El Nido Airport,119.695,11.336,2,1,1,1,1,0,0,1,416,416,ENI
Basco,Philippines,Basco Airport,122.633,20.752,2,1,1,1,1,0,0,1,678,678,BSO
Mae Hong Son,Thailand,Mae Hong Son,98.625,19.502,2,1,2,1,1,0,0,1,105,105,HGN
Sakon Nakhon,Thailand,Sakon Nakhon,104.197,17.325,2,1,2,1,1,0,0,1,474,474,SNO
Roi Et,Thailand,Roi Et,104.289,16.194,2,1,2,1,1,0,0,1,398,398,ROI
Phrae,Thailand,Phrae,100.274,18.22,2,1,2,1,1,0,0,1,465,465,PRH
Phitsanulok,Thailand,Phitsanulok,100.465,17.304,2,1,2,1,1,0,0,1,362,362,PHS
Nan,Thailand,Nan,101.305,19.346,2,1,2,1,1,0,0,1,579,579,NNT
Tak,Thailand,Mae Sot Airport,98.908,17.166,2,1,2,1,1,0,0,1,419,419,MAQ
Loei,Thailand,Loei,102.203,17.731,2,1,2,1,1,0,0,1,412,412,LOE
Nakhon Phanom,Thailand,Nakhon Phanom,105.071,17.639,2,1,2,1,1,0,0,1,564,564,KOP
Trollhattan,Sweden,Trollhattan Vanersborg,12.575,58.53,2,1,2,1,1,0,0,1,379,379,THN
Ornskoldsvik,Sweden,Ornskoldsvik,19.65,63.68,2,1,2,1,1,0,0,1,403,403,OER
Nueva Gerona,Cuba,Rafael Cabrera,-82.64,22.391,2,1,1,1,1,0,0,1,153,153,GER
Guantanamo,Cuba,Mariana Grajales,-74.598,20.142,2,1,1,1,1,0,0,1,858,858,GAO
Del Rio,United States,Del Rio Intl,-100.879,29.623,2,1,1,1,1,0,0,1,585,585,DRT
Beaumont,United States,Southeast Texas Rgnl,-93.368,30.584,2,1,1,1,1,0,0,1,147,147,BPT
Borba,Brazil,Borba Airport,-59.324,-3.98,2,1,2,1,1,0,0,1,213,250,RBB
Manicore,Brazil,Manicore,-60.798,-5.686,2,1,2,1,1,0,0,1,323,396,MNX
Tresco,United Kingdom,Tresco Heliport,-5.886,50.575,2,1,2,1,1,0,0,1,63,63,TSO
Tiree,United Kingdom,Tiree,-6.782,56.831,2,1,2,1,1,0,0,1,171,171,TRE
Islay,United Kingdom,Islay,-5.762,56.136,2,1,2,1,1,0,0,1,111,111,ILY
Manston,United Kingdom,Manston,1.576,51.57,2,1,2,1,1,0,0,1,630,630,MSE
Campbeltown,United Kingdom,Campbeltown Airport,-5.478,55.728,2,1,1,1,1,0,0,1,119,119,CAL
Christiansted,Virgin Islands,Christiansted Harbor Seaplane Base,-64.509,18.245,2,1,2,0,0,1,1,0,6131,6131,SSB
Pingtung,Taiwan,Pingtung South,120.769,23.12,2,1,1,1,1,0,0,1,232,232,PIF
Tainan,Taiwan,Tainan,120.342,23.583,2,1,2,1,1,0,0,1,50,50,TNN
Chiayi,Taiwan,Chiayi,120.654,23.769,2,1,1,1,1,0,0,1,64,64,CYI
Salerno,Italy,Salerno Pontecagnano Airport,15.518,41.034,2,1,2,1,1,0,0,1,754,754,QSR
Kajaani,Finland,Kajaani,28.154,64.475,2,1,2,1,1,0,0,1,457,457,KAJ
Joensuu,Finland,Joensuu,30.012,63.104,2,1,2,1,1,0,0,1,368,368,JOE
Tumaco,Colombia,La Florida,-78.583,2.357,2,1,2,1,1,0,0,1,337,337,TCO
Popayan,Colombia,Guillermo Leon Valencia,-76.349,2.757,2,1,2,1,1,0,0,1,407,407,PPN
Barrancabermeja,Colombia,Yariguies,-73.678,7.04,2,1,2,1,1,0,0,1,208,208,EJA
Essadouira,Morocco,Mogador Airport,-9.47,31.662,2,1,1,0,0,1,1,0,2190,2190,ESU
Tan Tan,Morocco,Plage Blanche,-10.603,28.746,2,1,2,1,1,0,0,1,624,624,TTA
Al Hociema,Morocco,Cherif El Idrissi,-3.733,35.295,2,1,1,0,1,1,0,0,1105,2042,AHU
Yakima,United States,Yakima Air Terminal McAllister Field,-120.24,46.947,2,1,2,1,1,0,0,1,150,150,YKM
Loreto,Mexico,Loreto Intl,-110.914,26.648,2,1,2,0,0,1,1,0,1111,1111,LTO
Wenatchee,United States,Pangborn Field,-119.677,47.663,2,1,1,1,1,0,0,1,162,162,EAT
Walla Walla,United States,Walla Walla Regional Airport,-117.814,46.158,2,1,1,1,1,0,0,1,353,353,ALW
Adak Island,United States,Adak Airport,-176.41,52.463,2,1,1,1,1,0,0,1,1861,1861,ADK
Viedma,Argentina,Gobernador Castello,-62.334,-40.783,2,1,2,1,1,0,0,1,639,766,VDM
Santiago Del Estero,Argentina,Santiago Del Estero,-63.851,-27.61,2,1,2,1,1,0,0,1,952,952,SDE
Resistencia,Argentina,Resistencia,-58.427,-27.084,2,1,2,1,1,0,0,1,847,847,RES
Posadas,Argentina,Posadas,-55.952,-26.977,2,1,2,1,1,0,0,1,886,886,PSS
La Rioja,Argentina,La Rioja,-66.66,-28.97,2,1,2,1,1,0,0,1,1019,1019,IRJ
Formosa,Argentina,Formosa,-57.714,-25.688,2,1,2,1,1,0,0,1,1003,1003,FMA
Esquel,Argentina,Esquel,-70.566,-42.847,2,1,2,1,1,0,0,1,1398,1398,EQS
Catamarca,Argentina,Catamarca,-65.585,-28.323,2,1,2,1,1,0,0,1,994,994,CTC
Corrientes,Argentina,Corrientes,-58.604,-27.076,2,1,2,1,1,0,0,1,848,848,CNQ
San Rafael,Argentina,San Rafael,-68.007,-34.314,2,1,2,1,1,0,0,1,896,896,AFA
Tapachula,Mexico,Tapachula Intl,-91.951,15.323,2,1,2,1,1,0,0,1,845,845,TAP
Lilabari,India,Lilabari,94.162,27.492,2,1,2,1,1,0,0,1,261,261,IXI
Surat,India,Surat,73.236,21.19,2,1,2,1,1,0,0,1,948,948,STV
Ludhiaha,India,Ludhiana,76.587,31.424,2,1,2,1,1,0,0,1,281,281,LUH
Allahabad,India,Allahabad,82.223,25.733,2,1,2,1,1,0,0,1,613,613,IXD
Jamnagar,India,Jamnagar,70.02,22.775,2,1,2,1,1,0,0,1,537,537,JGA
Illizi,Algeria,Illizi Takhamalt,9.037,27.205,2,1,2,1,1,0,0,1,755,755,VVZ
Djanet,Algeria,Tiska,9.754,24.487,2,1,1,1,1,0,0,1,979,1533,DJG
Bordj Badji Mokhtar,Algeria,Bordj Badji Mokhtar Airport,1.539,21.625,2,1,2,1,1,0,0,1,762,762,BMW
Timimoun,Algeria,Timimoun,0.46,29.395,2,1,2,1,1,0,0,1,903,903,TMX
Tebessa,Algeria,Cheikh Larbi Tebessi,8.201,35.719,2,1,2,1,1,0,0,1,461,461,TEE
Laghouat,Algeria,Laghouat,3.547,34.273,2,1,2,1,1,0,0,1,320,320,LOO
Zarzaitine,Algeria,In Amenas,10.071,28.085,2,1,2,1,1,0,0,1,1187,1187,IAM
Jijel,Algeria,Jijel,6.456,37.325,2,1,2,1,1,0,0,1,274,274,GJL
Quimper,France,Pluguffan,-3.613,48.624,2,1,2,1,1,0,0,1,479,479,UIP
Hyeres,France,Le Palyvestre,6.243,43.162,2,1,2,1,1,0,0,1,700,700,TLN
Caen,France,Carpiquet,-0.084,49.288,2,1,1,1,1,0,0,1,519,519,CFR
Juiz de Fora,Brazil,Zona da Mata Regional Airport,-42.622,-21.189,2,1,1,1,1,0,0,1,426,426,IZA
Sarnia,Canada,Chris Hadfield,-81.849,43.665,2,1,2,1,1,0,0,1,204,204,YZR
Medicine Hat,Canada,Medicine Hat,-110.535,50.031,2,1,1,1,1,0,0,1,237,237,YXH
Sandspit,Canada,Sandspit,-131.69,53.423,2,1,2,1,1,0,0,1,775,775,YZP
Penticton,Canada,Penticton,-119.338,49.771,2,1,2,1,1,0,0,1,243,243,YYF
Bathurst,Canada,Bathurst Airport,-65.565,48.049,2,1,2,1,1,0,0,1,657,657,BHS
Lethbridge,Canada,Lethbridge,-112.667,50.05,2,1,1,1,1,0,0,1,135,135,YQL
Iles De La Madeleine,Canada,Iles De La Madeleine,-61.631,47.707,2,1,2,1,1,0,0,1,254,254,YGR
Nanaimo,Canada,Nanaimo,-123.784,49.087,2,1,1,1,1,0,0,1,87,87,YCD
Bagotville,Canada,Bagotville,-70.994,48.55,2,1,1,1,1,0,0,1,363,363,YBG
